MarketingID,Equipo_Favorito,Compra_Diseno_Seleccion,Seleccion_Influye_Compra,Tipo_Publicidad,Tipo_Promocion,Sigue_Mundial_2026,Compraria_Tarjetas_Coleccionables
325,Francia,Tal vez,Brasil,Un jugador famoso,Sorteo de camisetas,No,Sí
326,Brasil,Tal vez,Corea del Sur,Premios y sorteos,Tarjetas coleccionables,Sí,No
327,Argentina,Definitivamente no,México,Historias de aficionados,Sorteo de balones,Sí,Sí
328,Curaçao,Definitivamente sí,México,Premios y sorteos,Tarjetas coleccionables,No,Sí
329,Portugal,Definitivamente sí,Estados Unidos,Historias de aficionados,Descuento directo,Sí,Sí
330,España,Tal vez,Colombia,Un jugador famoso,2x1,Sí,Sí
331,México,Definitivamente sí,Alemania,Historias de aficionados,Sorteo de camisetas,Sí,No
332,Francia,Tal vez,Uruguay,Historias de aficionados,Descuento directo,Sí,No
333,México,Probablemente no,No especificado,Un jugador famoso,Tarjetas coleccionables,Sí,No
334,Portugal,Definitivamente sí,Portugal,Una selección nacional,Sorteo de balones,Sí,No
335,Colombia,Probablemente sí,Argentina,Un jugador famoso,Descuento directo,Sí,Sí
336,Argentina,Definitivamente sí,España,Historias de aficionados,Sorteo de balones,Sí,No
337,Brasil,Definitivamente no,España,Una selección nacional,Producto gratis,Sí,Sí
338,Alemania,Tal vez,Estados Unidos,Un jugador famoso,2x1,No,Sí
339,Argentina,Probablemente sí,España,Una selección nacional,2x1,Sí,No
340,Argentina,Tal vez,Argentina,Una selección nacional,Sorteo de camisetas,Sí,Sí
341,Alemania,Definitivamente sí,España,Una selección nacional,Descuento directo,No,Sí
342,México,Probablemente sí,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,No
343,Brasil,Definitivamente sí,España,Una selección nacional,Tarjetas coleccionables,Sí,Sí
344,Inglaterra,Probablemente sí,Argentina,Historias de aficionados,2x1,Sí,Sí
345,Argentina,Tal vez,Brasil,Una selección nacional,Descuento directo,Sí,Sí
346,Estados Unidos,Probablemente no,Estados Unidos,Una selección nacional,Tarjetas coleccionables,Sí,Sí
347,Brasil,Probablemente sí,Cabo Verde,Una selección nacional,2x1,Sí,No
348,Argentina,Tal vez,Colombia,Humor,Producto gratis,Sí,Sí
349,Japón,Tal vez,Argentina,Una selección nacional,2x1,Sí,No
350,Portugal,Tal vez,Francia,Un jugador famoso,Producto gratis,Sí,No
351,Brasil,Probablemente sí, ARGENTINA ,Un jugador famoso,Descuento directo,Sí,Sí
352,España,Definitivamente sí,Brasil,Historias de aficionados,2x1,Sí,No
353,Brasil,Definitivamente sí,Francia,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
354,Brasil,Probablemente sí,Francia,Premios y sorteos,2x1,Sí,No
355,España,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,No
356,Brasil,Probablemente sí,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,No
357,Czechia,Definitivamente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
358,España,Probablemente sí,México,Historias de aficionados,Tarjetas coleccionables,Sí,No
359,Francia,Definitivamente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,No
360,Brasil,Probablemente sí,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,No
361,Francia,Probablemente no,Argentina,Premios y sorteos,2x1,Sí,Sí
362,Alemania,Definitivamente no,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,Sí
363,Czechia,Tal vez,Argentina,Un jugador famoso,Producto gratis,No,Sí
364,España,Definitivamente sí,Alemania,Una selección nacional,Descuento directo,Sí,Sí
365,España,Definitivamente no,Brasil,Un jugador famoso,Descuento directo,Sí,Sí
366,Argentina,Definitivamente sí,Colombia,Historias de aficionados,Descuento directo,Sí,Sí
367,Alemania,Definitivamente sí,España,Una selección nacional,Sorteo de camisetas,No,Sí
368,Suecia,Probablemente no,Inglaterra,Una selección nacional,Descuento directo,Sí,Sí
369,España,Definitivamente sí,Alemania,Un jugador famoso,Descuento directo,Sí,Sí
370,Portugal,Definitivamente sí,Brasil,Una selección nacional,Sorteo de viajes,Sí,No
371,Francia,Probablemente sí,Argentina,Una selección nacional,Sorteo de viajes,Sí,Sí
372,Túnez,Probablemente sí,Uruguay,Premios y sorteos,Sorteo de camisetas,Sí,No
373,México,Definitivamente sí,Argentina,Premios y sorteos,Sorteo de viajes,Sí,No
374,Argentina,Definitivamente sí,Argentina,Un jugador famoso,Producto gratis,Sí,No
375,España,Probablemente sí,Uruguay,Historias de aficionados,Tarjetas coleccionables,Sí,No
376,Brasil,Definitivamente sí,México,Una selección nacional,Sorteo de viajes,No,No
377,Brasil,Probablemente sí,Argentina,Una selección nacional,Producto gratis,Sí,Sí
378,Estados Unidos,Definitivamente sí, FRANCIA ,Un jugador famoso,Sorteo de balones,Sí,Sí
379,Panamá,Definitivamente sí,Argentina,Una selección nacional,Descuento directo,Sí,Sí
380,Argentina,Definitivamente sí,Brasil,Una selección nacional,Tarjetas coleccionables,No,Sí
381,Francia,Definitivamente sí,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,No
382,México,Definitivamente no,Portugal,Una selección nacional,Sorteo de balones,Sí,No
383,Argentina,Probablemente sí,Inglaterra,Premios y sorteos,Tarjetas coleccionables,Sí,No
384,Uzbekistán,Probablemente no,Francia,Un jugador famoso,Producto gratis,Sí,Sí
385,Japón,Tal vez,España,Un jugador famoso,Descuento directo,Sí,Sí
386,Brasil,Probablemente no,México,Una selección nacional,Tarjetas coleccionables,Sí,Sí
387,Brasil,Tal vez,Inglaterra,Un jugador famoso,Sorteo de balones,Sí,No
388,Suiza,Probablemente sí,Argentina,Historias de aficionados,Producto gratis,No,Sí
389,Argentina,Definitivamente sí,Inglaterra,Una selección nacional,Sorteo de balones,Sí,Sí
390,Brasil,Definitivamente sí,Cabo Verde,Premios y sorteos,Descuento directo,Sí,Sí
391,Argentina,Probablemente sí,México,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
392,México,Definitivamente sí,Francia,Humor,Descuento directo,Sí,Sí
393,Portugal,Probablemente sí,Portugal,Humor,Sorteo de viajes,No,Sí
394,Argentina,Definitivamente sí,Francia,Premios y sorteos,Descuento directo,Sí,No
395,México,Definitivamente sí,Argentina,Historias de aficionados,Descuento directo,Sí,Sí
396,México,Definitivamente sí,Portugal,Una selección nacional,Sorteo de balones,Sí,No
397,Francia,Probablemente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
398,Francia,Definitivamente sí,Brasil,Historias de aficionados,Descuento directo,Sí,No
399,Austria,Definitivamente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
400,México,Definitivamente sí,Portugal,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
401,Portugal,Probablemente sí,Portugal,Humor,Producto gratis,Sí,Sí
402,Argentina,Definitivamente sí,Estados Unidos,Una selección nacional,Producto gratis,Sí,Sí
403,Estados Unidos,Probablemente sí,México,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
404,Inglaterra,Definitivamente sí, ALEMANIA ,Un jugador famoso,Descuento directo,Sí,No
405,Brasil,Probablemente sí,Argentina,Una selección nacional,Producto gratis,No,No
406,Brasil,Definitivamente sí,Brasil,Una selección nacional,Sorteo de balones,Sí,Sí
407,Brasil,Definitivamente no,México,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
408,México,Probablemente sí,Brasil,Una selección nacional,2x1,Sí,Sí
409,Brasil,Probablemente no,Francia,Una selección nacional,2x1,Sí,Sí
410,Brasil,Tal vez,Alemania,Humor,Descuento directo,Sí,Sí
411,Estados Unidos,Definitivamente no,México,Una selección nacional,Producto gratis,Sí,Sí
412,Uruguay,Probablemente sí,Türkiye,Historias de aficionados,Sorteo de balones,Sí,Sí
413,Francia,Probablemente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
414,Brasil,Probablemente sí,Brasil,Historias de aficionados,Descuento directo,Sí,Sí
415,Estados Unidos,Definitivamente no,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
416,Portugal,Probablemente sí,Brasil,Una selección nacional,Descuento directo,Sí,Sí
417,Alemania,Probablemente sí,Nueva Zelanda,Un jugador famoso,2x1,Sí,No
418,México,Tal vez,Argentina,Un jugador famoso,2x1,Sí,No
419,Portugal,Probablemente sí,Inglaterra,Una selección nacional,Producto gratis,Sí,No
420,Francia,Tal vez,Portugal,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
421,Argentina,Probablemente sí,España,Una selección nacional,Tarjetas coleccionables,Sí,Sí
422,Colombia,Tal vez,Brasil,Un jugador famoso,Descuento directo,Sí,No
423,Estados Unidos,Probablemente sí,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,Sí
424,Argentina,Tal vez,México,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
425,Brasil,Probablemente sí,Argentina,Humor,Sorteo de camisetas,Sí,No
426,Francia,Definitivamente sí,España,Humor,Sorteo de viajes,Sí,No
427,Argentina,Probablemente no,Uruguay,Premios y sorteos,Sorteo de viajes,Sí,Sí
428,Brasil,Definitivamente sí,Francia,Una selección nacional,Descuento directo,No,Sí
429,México,Tal vez,México,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
430,Argentina,Tal vez,Francia,Historias de aficionados,2x1,Sí,Sí
431,Colombia,Definitivamente sí,Brasil,Premios y sorteos,2x1,Sí,Sí
432,México,Tal vez,México,Una selección nacional,2x1,Sí,Sí
433,Estados Unidos,Definitivamente no,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
434,Colombia,Probablemente sí,Brasil,Un jugador famoso,Descuento directo,Sí,No
435,México,Definitivamente no,Portugal,Premios y sorteos,Sorteo de balones,Sí,Sí
436,Inglaterra,Probablemente sí,Portugal,Premios y sorteos,2x1,No,Sí
437,España,Probablemente sí,México,Premios y sorteos,Producto gratis,Sí,Sí
438,Portugal,Probablemente sí,México,Premios y sorteos,Producto gratis,Sí,No
439,México,Tal vez,Colombia,Una selección nacional,Tarjetas coleccionables,Sí,Sí
440,España,Definitivamente no, ARGENTINA ,Un jugador famoso,Tarjetas coleccionables,Sí,No
441,Brasil,Tal vez,Argentina,Humor,Descuento directo,Sí,No
442,México,Probablemente no, ARGENTINA ,Un jugador famoso,Sorteo de camisetas,Sí,Sí
443,Argentina,Definitivamente sí,South Africa,Premios y sorteos,Sorteo de balones,Sí,Sí
444,Francia,Definitivamente sí, BRASIL ,Un jugador famoso,Sorteo de balones,Sí,No
445,Argentina,Definitivamente sí,México,Un jugador famoso,Sorteo de viajes,Sí,Sí
446,Suecia,Tal vez,Francia,Historias de aficionados,Producto gratis,Sí,No
447,España,Probablemente sí,España,Historias de aficionados,Producto gratis,Sí,Sí
448,México,Definitivamente sí,México,Una selección nacional,Descuento directo,Sí,Sí
449,México,Tal vez,Argentina,Una selección nacional,Descuento directo,Sí,No
450,Estados Unidos,Probablemente sí,Estados Unidos,Una selección nacional,Sorteo de viajes,Sí,No
451,Portugal,Probablemente sí,Suiza,Un jugador famoso,2x1,Sí,Sí
452,Brasil,Tal vez,México,Un jugador famoso,2x1,Sí,Sí
453,Escocia,Definitivamente sí,Uruguay,Humor,Sorteo de viajes,Sí,No
454, MÉXICO ,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de balones,Sí,No
455,Alemania,Probablemente sí,Francia,Un jugador famoso,Sorteo de viajes,Sí,Sí
456,Alemania,Definitivamente sí,Brasil,Un jugador famoso,Descuento directo,Sí,No
457,Brasil,Tal vez,Canadá,Historias de aficionados,Producto gratis,Sí,Sí
458,Inglaterra,Tal vez,México,Historias de aficionados,Descuento directo,Sí,Sí
459,Estados Unidos,Probablemente sí,España,Un jugador famoso,Sorteo de viajes,Sí,Sí
460,Brasil,Definitivamente sí,Japón,Humor,Sorteo de balones,Sí,No
461,México,Definitivamente sí,Francia,Un jugador famoso,Descuento directo,Sí,No
462,México,Definitivamente sí,Brasil,Un jugador famoso,2x1,No,Sí
463,Argentina,Probablemente sí,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
464,Argentina,Tal vez,Colombia,Un jugador famoso,2x1,Sí,Sí
465,España,Definitivamente no,Argentina,Premios y sorteos,Sorteo de viajes,Sí,No
466,Inglaterra,Probablemente sí,México,Historias de aficionados,Producto gratis,Sí,Sí
467,Portugal,Definitivamente no,México,Un jugador famoso,Descuento directo,No,Sí
468,Argentina,Definitivamente no,Argentina,Un jugador famoso,2x1,Sí,No
469,Francia,Probablemente sí,Argentina,Premios y sorteos,Sorteo de balones,Sí,Sí
470,México,Probablemente sí,Brasil,Una selección nacional,Sorteo de balones,Sí,Sí
471,Portugal,Tal vez,Francia,Un jugador famoso,Descuento directo,Sí,Sí
472,Portugal,Probablemente sí,Uruguay,Una selección nacional,Descuento directo,Sí,No
473,Brasil,Probablemente no, INGLATERRA ,Premios y sorteos,Descuento directo,No,Sí
474,Brasil,Tal vez,Francia,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
475,Haití,Probablemente no,Argentina,Premios y sorteos,Producto gratis,Sí,No
476,Argentina,Definitivamente sí,Portugal,Un jugador famoso,Sorteo de camisetas,Sí,Sí
477,Alemania,Probablemente sí, MÉXICO ,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
478,Argentina,Definitivamente sí,Francia,Historias de aficionados,Producto gratis,No,Sí
479, BRASIL ,Tal vez,España,Historias de aficionados,Sorteo de balones,Sí,Sí
480,Argentina,Probablemente sí,Brasil,Una selección nacional,2x1,Sí,No
481,Alemania,Tal vez,Egipto,Premios y sorteos,2x1,Sí,Sí
482,Francia,Definitivamente sí,Francia,Humor,Descuento directo,Sí,No
483,Brasil,Probablemente sí,Congo DR,Un jugador famoso,Sorteo de camisetas,Sí,No
484,Alemania,Probablemente sí,Brasil,Humor,Sorteo de viajes,Sí,Sí
485,Inglaterra,Probablemente sí,México,Humor,Sorteo de camisetas,Sí,Sí
486,Brasil,Tal vez,Brasil,Un jugador famoso,Descuento directo,Sí,Sí
487,Inglaterra,Definitivamente sí,Argentina,Una selección nacional,2x1,Sí,Sí
488,Estados Unidos,Definitivamente sí,Argentina,Una selección nacional,Sorteo de viajes,Sí,Sí
489,Inglaterra,Probablemente sí,Portugal,Una selección nacional,Sorteo de balones,Sí,Sí
490,Argentina,Probablemente sí,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
491,Estados Unidos,Tal vez,Brasil,Premios y sorteos,Sorteo de camisetas,Sí,Sí
492,México,Probablemente sí,España,Un jugador famoso,2x1,Sí,No
493,Paraguay,Tal vez,España,Un jugador famoso,2x1,Sí,No
494,Argentina,Probablemente sí,Estados Unidos,Historias de aficionados,Descuento directo,Sí,Sí
495,Argentina,Probablemente sí,México,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
496,Brasil,Definitivamente no,Portugal,Un jugador famoso,Sorteo de balones,Sí,No
497,México,Definitivamente sí,Alemania,Una selección nacional,Tarjetas coleccionables,Sí,Sí
498,Colombia,Tal vez,España,Historias de aficionados,Producto gratis,Sí,Sí
499,Brasil,Probablemente no,Portugal,Premios y sorteos,Descuento directo,Sí,Sí
500,Francia,Probablemente no,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
501,Argentina,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de viajes,Sí,No
502,Paraguay,Definitivamente sí,México,Humor,Sorteo de viajes,Sí,No
503,México,Tal vez,Argentina,Premios y sorteos,2x1,Sí,Sí
504,Francia,Probablemente sí,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
505,Francia,Tal vez,Noruega,Humor,Producto gratis,Sí,Sí
506, BRASIL ,Tal vez,México,Un jugador famoso,2x1,Sí,Sí
507,Francia,Probablemente no,Uruguay,Humor,Producto gratis,No,Sí
508,Argentina,Tal vez,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
509,Haití,Probablemente sí,Francia,Un jugador famoso,Descuento directo,Sí,Sí
510,Argentina,Tal vez,Portugal,Un jugador famoso,Sorteo de viajes,No,No
511,Estados Unidos,Probablemente sí,México,Una selección nacional,Sorteo de balones,No,Sí
512,Colombia,Probablemente sí,Portugal,Una selección nacional,Producto gratis,Sí,Sí
513,Francia,Probablemente sí,México,Premios y sorteos,Sorteo de balones,Sí,No
514,Uruguay,Tal vez,Costa de Marfil,Una selección nacional,2x1,Sí,No
515,Uruguay,Definitivamente sí,Inglaterra,Historias de aficionados,Sorteo de viajes,Sí,Sí
516,Japón,Probablemente sí,Argentina,Un jugador famoso,Descuento directo,No,No
517,Alemania,Definitivamente sí,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
518,Estados Unidos,Probablemente sí,Uruguay,Una selección nacional,Sorteo de camisetas,Sí,No
519,Senegal,Probablemente sí,Francia,Historias de aficionados,Tarjetas coleccionables,No,Sí
520,Uruguay,Tal vez,Argentina,Una selección nacional,Sorteo de viajes,No,Sí
521,Brasil,Definitivamente sí,Marruecos,Un jugador famoso,Sorteo de camisetas,Sí,Sí
522,Uruguay,Probablemente sí,Costa de Marfil,Premios y sorteos,Producto gratis,Sí,Sí
523,Portugal,Probablemente sí,México,Historias de aficionados,Sorteo de balones,Sí,No
524,Inglaterra,Definitivamente sí,Argentina,Humor,Descuento directo,Sí,Sí
525,Portugal,Definitivamente sí,México,Premios y sorteos,Tarjetas coleccionables,No,No
526,Francia,Definitivamente sí,Portugal,Una selección nacional,2x1,Sí,No
527, BRASIL ,Definitivamente no,Francia,Premios y sorteos,2x1,Sí,No
528,Argentina,Probablemente sí,Argentina,Una selección nacional,Descuento directo,Sí,No
529,Bélgica,Tal vez,Argentina,Una selección nacional,Descuento directo,Sí,Sí
530,Brasil,Probablemente sí,Argentina,Una selección nacional,Sorteo de camisetas,No,No
531,Francia,Definitivamente sí,Estados Unidos,Historias de aficionados,Sorteo de viajes,Sí,Sí
532,Colombia,Tal vez,Uruguay,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
533,Senegal,Definitivamente sí, MÉXICO ,Premios y sorteos,Producto gratis,Sí,Sí
534,México,Definitivamente no,Brasil,Una selección nacional,Sorteo de balones,Sí,No
535,México,Probablemente sí,Brasil,Historias de aficionados,Descuento directo,No,Sí
536,México,Probablemente no,Irak,Un jugador famoso,Descuento directo,Sí,No
537,Estados Unidos,Definitivamente sí,México,Humor,Descuento directo,Sí,No
538,Portugal,Definitivamente sí,Alemania,Una selección nacional,Descuento directo,Sí,Sí
539,Argentina,Definitivamente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
540,Brasil,Probablemente sí,Brasil,Historias de aficionados,Sorteo de balones,Sí,Sí
541,Colombia,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,No
542,Argentina,Definitivamente sí,Francia,Una selección nacional,Sorteo de camisetas,Sí,Sí
543,Brasil,Tal vez,Uruguay,Premios y sorteos,Tarjetas coleccionables,Sí,No
544,Inglaterra,Definitivamente no,Argentina,Premios y sorteos,Producto gratis,Sí,Sí
545,Argentina,Definitivamente no,Brasil,Una selección nacional,Sorteo de camisetas,Sí,Sí
546,Brasil,Tal vez, ESTADOS UNIDOS ,Un jugador famoso,2x1,Sí,Sí
547,Francia,Definitivamente no,Inglaterra,Un jugador famoso,Descuento directo,Sí,Sí
548,Brasil,Probablemente sí,Inglaterra,Un jugador famoso,Descuento directo,Sí,Sí
549,Argentina,Probablemente sí,Portugal,Premios y sorteos,Sorteo de viajes,Sí,No
550,Francia,Definitivamente sí,España,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
551,Francia,Probablemente no,México,Un jugador famoso,Sorteo de viajes,Sí,No
552,Inglaterra,Definitivamente sí,España,Historias de aficionados,2x1,Sí,No
553,Portugal,Probablemente sí,Francia,Un jugador famoso,Sorteo de viajes,Sí,No
554,Brasil,Probablemente no,Argentina,Premios y sorteos,Descuento directo,Sí,Sí
